audit_id,note_id,auditor_mds_id,audited_at_utc,rubric_version,score_accuracy,score_completeness,score_formatting,score_terminology,score_hpi,score_ros,score_plan,composite_score,pass_fail
AU-10185,NT-000656,MD-215,2026-04-07 10:05:29,v1,0.9767,0.935,0.8991,0.9073,0.9788,0.9055,0.8852,0.9366,PASS
AU-10186,NT-000661,MD-219,2026-04-06 23:36:13,v1,0.8935,0.9926,0.947,0.9056,0.8607,0.9415,0.8588,0.9138,PASS
AU-10187,NT-000663,MD-226,2026-04-09 11:18:20,v1,1.0,1.0,1.0,0.9975,0.9227,0.9672,0.9893,0.9888,PASS
AU-10188,NT-000666,MD-231,2026-04-06 15:25:00,v1,0.8714,0.7749,0.8916,0.9657,0.729,0.8985,0.8301,0.8445,FAIL
AU-10189,NT-000669,MD-232,2026-04-07 14:13:49,v1,0.89,0.8639,0.8689,0.9289,1.0,0.9478,0.8311,0.8916,PASS
AU-10190,NT-000670,MD-224,2026-04-08 02:14:19,v1,0.8468,0.9069,0.8904,0.8846,0.762,0.8239,0.8438,0.8569,PASS
AU-10191,NT-000672,MD-213,2026-04-09 08:08:55,v1,0.9139,0.9151,0.8778,1.0,0.9572,0.9337,0.9996,0.9373,PASS
AU-10192,NT-000676,MD-224,2026-04-09 17:48:08,v1,0.9589,1.0,0.9225,1.0,1.0,1.0,1.0,0.9799,PASS
AU-10193,NT-000685,MD-233,2026-04-06 04:54:53,v1,0.968,0.9457,0.9755,1.0,0.9889,0.9867,1.0,0.9753,PASS
AU-10194,NT-000686,MD-213,2026-04-10 13:21:25,v1,0.9603,1.0,0.9745,1.0,0.9519,1.0,0.9758,0.9771,PASS
AU-10195,NT-000688,MD-205,2026-04-09 09:11:49,v1,1.0,1.0,0.9567,0.9632,1.0,1.0,0.9803,0.989,PASS
AU-10196,NT-000689,MD-221,2026-04-08 04:46:19,v1,0.9564,0.9413,0.9327,0.8207,0.9923,0.9036,0.9876,0.9431,PASS
AU-10197,NT-000691,MD-209,2026-04-10 00:53:38,v1,1.0,1.0,1.0,0.9968,0.9554,0.9833,0.9777,0.991,PASS
AU-10198,NT-000692,MD-214,2026-04-08 16:53:48,v1,0.9687,0.9098,0.9231,1.0,1.0,1.0,0.959,0.9587,PASS
AU-10199,NT-000695,MD-234,2026-04-07 06:32:58,v1,1.0,1.0,1.0,0.9401,0.9658,1.0,0.958,0.9843,PASS
AU-10200,NT-000696,MD-202,2026-04-09 01:36:16,v1,0.8821,0.9217,0.9169,0.9349,0.8056,0.7975,0.8292,0.879,PASS
AU-10201,NT-000712,MD-230,2026-04-07 00:42:47,v1,0.8907,0.8601,0.8962,0.8034,0.984,0.9034,0.9649,0.8975,PASS
AU-10202,NT-000713,MD-232,2026-04-09 22:12:09,v1,0.9306,0.908,0.8907,0.8569,1.0,1.0,0.878,0.9173,PASS
AU-10203,NT-000721,MD-209,2026-04-09 08:23:49,v1,0.9447,0.903,0.9988,0.9181,0.8591,0.9805,0.9338,0.9307,PASS
AU-10204,NT-000723,MD-217,2026-04-08 00:52:57,v1,0.8731,0.9556,0.8669,1.0,0.9508,0.9873,0.8183,0.9069,PASS
AU-10205,NT-000724,MD-202,2026-04-07 03:05:45,v1,0.9237,0.9574,0.8736,0.8654,1.0,1.0,0.8843,0.9251,PASS
AU-10206,NT-000727,MD-212,2026-04-07 16:56:34,v1,0.8953,0.7916,0.8214,0.743,0.7394,0.8478,0.8063,0.8206,FAIL
AU-10207,NT-000729,MD-216,2026-04-07 10:16:44,v1,1.0,1.0,0.9942,0.9281,0.8938,1.0,0.9627,0.976,PASS
AU-10208,NT-000731,MD-228,2026-04-08 20:32:34,v1,0.9089,0.9168,0.8614,0.9722,0.9037,0.9671,0.9607,0.9222,PASS
AU-10209,NT-000743,MD-219,2026-04-08 06:57:19,v1,0.9451,0.9114,0.9768,0.861,0.935,0.8994,1.0,0.9381,PASS
AU-10210,NT-000746,MD-201,2026-04-09 10:04:39,v1,0.772,0.7765,0.8897,0.8542,0.8546,0.8488,0.8333,0.8142,FAIL
AU-10211,NT-000747,MD-233,2026-04-10 11:03:27,v1,1.0,1.0,0.9749,1.0,1.0,0.9745,0.9759,0.9926,PASS
AU-10212,NT-000756,MD-229,2026-04-09 22:26:35,v1,0.9215,0.9403,0.9409,0.9316,0.9095,0.9648,1.0,0.9409,PASS
AU-10213,NT-000758,MD-205,2026-04-08 10:06:13,v1,1.0,1.0,1.0,1.0,1.0,1.0,0.969,0.9954,PASS
AU-10214,NT-000759,MD-233,2026-04-09 16:37:46,v1,1.0,0.8869,0.9284,0.875,0.9249,0.9538,0.93,0.9374,PASS
AU-10215,NT-000762,MD-234,2026-04-10 10:27:05,v1,0.7886,0.8269,0.7839,0.6886,0.7189,0.7351,0.7963,0.7773,FAIL
AU-10216,NT-000767,MD-209,2026-04-09 16:31:29,v1,0.8993,0.8679,0.7559,0.9565,0.8321,0.8731,0.7735,0.8575,PASS
AU-10217,NT-000768,MD-229,2026-04-09 18:43:46,v1,0.8555,0.8563,0.8998,0.8634,0.8518,0.8633,0.8506,0.8602,PASS
AU-10218,NT-000770,MD-211,2026-04-08 01:07:54,v1,0.8397,0.7385,0.9152,0.8012,0.7576,0.8182,0.8268,0.8119,FAIL
AU-10219,NT-000782,MD-209,2026-04-10 02:54:09,v1,1.0,0.9155,0.8195,0.899,0.9252,0.905,0.8502,0.9202,PASS
AU-10220,NT-000786,MD-220,2026-04-11 06:49:49,v1,0.9945,0.9136,1.0,0.9778,1.0,1.0,1.0,0.9789,PASS
AU-10221,NT-000787,MD-225,2026-04-10 16:08:12,v1,0.8995,1.0,0.9266,0.9246,0.9548,0.9536,0.9514,0.9408,PASS
AU-10222,NT-000789,MD-215,2026-04-09 21:41:35,v1,0.9803,0.9859,0.9448,0.9676,0.8547,0.9189,0.9708,0.9595,PASS
AU-10223,NT-000790,MD-229,2026-04-11 10:45:26,v1,0.9535,0.936,0.8842,0.989,1.0,0.963,1.0,0.9587,PASS
AU-10224,NT-000792,MD-232,2026-04-11 19:53:30,v1,0.9498,0.9347,0.9849,1.0,0.9746,0.9704,0.9997,0.9663,PASS
AU-10225,NT-000794,MD-215,2026-04-08 02:37:47,v1,1.0,0.963,0.9781,0.9941,0.9533,1.0,0.9715,0.9809,PASS
AU-10226,NT-000797,MD-214,2026-04-11 21:29:48,v1,0.8679,0.8349,0.8611,0.9909,0.8643,0.9562,0.9666,0.8918,PASS
AU-10227,NT-000799,MD-212,2026-04-09 07:46:26,v1,0.8744,0.8508,0.9223,0.9058,0.8163,0.839,0.7858,0.8567,PASS
AU-10228,NT-000803,MD-229,2026-04-11 15:46:11,v1,0.9607,0.7234,0.8333,0.8041,0.7574,0.8049,0.8482,0.8398,FAIL
AU-10229,NT-000806,MD-218,2026-04-08 03:33:11,v1,0.916,0.8526,0.9082,0.9509,0.8557,0.9101,0.9658,0.9072,PASS
AU-10230,NT-000816,MD-226,2026-04-08 07:32:37,v1,0.9195,0.927,0.836,0.8432,0.8436,0.9026,0.8985,0.8934,PASS
AU-10231,NT-000817,MD-202,2026-04-09 19:48:55,v1,0.9293,0.9991,1.0,1.0,1.0,1.0,1.0,0.9786,PASS
AU-10232,NT-000828,MD-230,2026-04-09 18:01:46,v1,0.9116,0.9115,0.9816,0.9421,0.9689,0.9516,0.841,0.9188,PASS
AU-10233,NT-000831,MD-220,2026-04-10 10:27:08,v1,0.8634,0.9069,0.8869,0.9463,0.9997,0.9018,0.834,0.8939,PASS
AU-10234,NT-000834,MD-209,2026-04-08 14:19:59,v1,1.0,0.961,1.0,0.9772,1.0,1.0,0.9181,0.9777,PASS
AU-10235,NT-000837,MD-202,2026-04-11 22:47:29,v1,0.8961,0.9093,0.9751,0.8678,0.9662,0.8692,0.8512,0.9027,PASS
AU-10236,NT-000840,MD-203,2026-04-11 04:32:26,v1,0.911,0.8199,0.8879,0.9184,0.9091,0.9514,0.9128,0.8933,PASS
AU-10237,NT-000846,MD-209,2026-04-08 03:18:21,v1,0.9729,1.0,1.0,0.9754,0.9682,0.9729,1.0,0.9849,PASS
AU-10238,NT-000847,MD-204,2026-04-08 07:41:52,v1,0.9319,0.8934,0.9048,0.7979,0.8458,0.8653,1.0,0.9064,PASS
AU-10239,NT-000851,MD-207,2026-04-10 21:05:32,v1,0.981,0.9929,1.0,1.0,1.0,1.0,0.8936,0.9769,PASS
AU-10240,NT-000854,MD-232,2026-04-11 10:56:25,v1,1.0,0.905,1.0,0.9725,0.9493,1.0,1.0,0.9732,PASS
AU-10241,NT-000855,MD-211,2026-04-11 01:24:35,v1,0.9405,1.0,0.9924,1.0,1.0,1.0,0.9964,0.9809,PASS
AU-10242,NT-000856,MD-205,2026-04-09 23:48:31,v1,0.8794,0.8537,1.0,0.8411,0.8995,0.8871,0.9191,0.8908,PASS
AU-10243,NT-000858,MD-212,2026-04-12 08:35:04,v1,0.9219,0.9667,0.8726,1.0,0.9586,0.9001,1.0,0.948,PASS
AU-10244,NT-000862,MD-205,2026-04-11 20:49:44,v1,1.0,0.9809,1.0,0.9476,0.9663,0.9788,0.9965,0.986,PASS
AU-10245,NT-000864,MD-214,2026-04-11 01:46:31,v1,0.9535,1.0,0.9715,1.0,1.0,0.9585,0.9734,0.9771,PASS
AU-10246,NT-000865,MD-223,2026-04-11 10:42:58,v1,0.9844,0.9225,0.9027,0.9242,0.9187,0.9679,1.0,0.9528,PASS
AU-10247,NT-000869,MD-206,2026-04-09 12:02:56,v1,0.8786,1.0,0.9543,0.897,0.92,1.0,0.8746,0.9219,PASS
AU-10248,NT-000872,MD-217,2026-04-10 01:34:24,v1,0.824,0.9101,0.9496,0.8388,0.8888,0.8366,0.8868,0.8718,PASS
AU-10249,NT-000880,MD-203,2026-04-10 11:50:26,v1,0.9862,0.9753,1.0,0.9782,1.0,1.0,1.0,0.9887,PASS
AU-10250,NT-000882,MD-222,2026-04-12 14:21:33,v1,0.9649,0.8673,0.8293,0.896,0.8308,0.915,0.9514,0.907,PASS
AU-10251,NT-000886,MD-204,2026-04-11 02:53:38,v1,1.0,1.0,0.9344,1.0,1.0,0.9314,0.949,0.9824,PASS
AU-10252,NT-000893,MD-222,2026-04-10 10:15:55,v1,0.9192,1.0,0.9577,0.9668,0.903,1.0,1.0,0.9585,PASS
AU-10253,NT-000894,MD-208,2026-04-12 03:37:05,v1,0.8586,1.0,0.8778,0.9571,0.9973,1.0,0.9667,0.9358,PASS
AU-10254,NT-000899,MD-201,2026-04-11 05:47:42,v1,0.9744,0.9732,0.8161,0.8399,0.9179,0.9115,0.8699,0.9204,PASS
AU-10255,NT-000901,MD-220,2026-04-12 15:41:40,v1,0.9619,1.0,1.0,0.9789,0.8813,1.0,1.0,0.9746,PASS
AU-10256,NT-000904,MD-223,2026-04-10 03:57:44,v1,0.9842,1.0,0.9543,0.9098,0.8716,0.979,1.0,0.9678,PASS
AU-10257,NT-000907,MD-210,2026-04-11 23:11:08,v1,0.8942,0.9432,0.9898,0.8943,0.9269,1.0,1.0,0.938,PASS
AU-10258,NT-000913,MD-210,2026-04-11 03:52:52,v1,1.0,0.9411,0.9737,0.9339,0.946,0.9209,1.0,0.9696,PASS
AU-10259,NT-000914,MD-202,2026-04-09 06:11:55,v1,0.9493,0.8044,0.8058,0.9442,0.8299,0.8883,0.8721,0.8789,PASS
AU-10260,NT-000917,MD-212,2026-04-10 17:40:56,v1,0.7435,0.8051,0.8424,0.8342,0.7769,0.8969,0.8588,0.8031,FAIL
AU-10261,NT-000918,MD-222,2026-04-11 03:30:55,v1,0.882,0.8803,0.9474,0.9054,0.8376,0.8698,0.9255,0.892,PASS
AU-10262,NT-000920,MD-234,2026-04-10 19:29:13,v1,0.9762,1.0,0.9447,1.0,1.0,1.0,1.0,0.9873,PASS
AU-10263,NT-000921,MD-227,2026-04-09 05:14:38,v1,0.9852,0.9925,0.9307,0.9561,0.8853,0.9656,0.9671,0.9646,PASS
AU-10264,NT-000928,MD-207,2026-04-12 13:48:14,v1,0.7673,0.8775,0.8556,0.8544,0.8857,0.924,0.8824,0.8438,FAIL
AU-10265,NT-000929,MD-208,2026-04-09 15:41:58,v1,0.9939,1.0,1.0,0.997,0.9699,1.0,1.0,0.9949,PASS
AU-10266,NT-000930,MD-218,2026-04-12 13:48:29,v1,0.8718,0.8182,0.7719,0.7404,0.8551,0.7395,0.8158,0.8213,FAIL
AU-10267,NT-000931,MD-207,2026-04-10 15:51:45,v1,0.9803,1.0,0.9756,0.9362,0.9761,0.8953,0.9633,0.9721,PASS
AU-10268,NT-000932,MD-227,2026-04-12 14:13:51,v1,1.0,0.9613,1.0,0.995,0.9182,1.0,1.0,0.9836,PASS
AU-10269,NT-000933,MD-225,2026-04-11 14:40:29,v1,0.9567,0.9579,0.9793,0.9417,1.0,0.9772,1.0,0.9695,PASS
AU-10270,NT-000934,MD-209,2026-04-13 11:45:02,v1,0.9494,0.828,0.9672,0.8989,0.912,0.9491,0.91,0.9122,PASS
AU-10271,NT-000937,MD-225,2026-04-10 15:18:37,v1,0.9468,0.8969,0.9657,0.9802,0.9259,1.0,0.9373,0.9412,PASS
AU-10272,NT-000940,MD-202,2026-04-12 22:40:00,v1,1.0,1.0,0.9173,1.0,1.0,1.0,1.0,0.9917,PASS
AU-10273,NT-000941,MD-209,2026-04-10 21:29:16,v1,0.9376,0.9568,0.8567,0.847,0.9243,0.8745,1.0,0.9292,PASS
AU-10274,NT-000944,MD-234,2026-04-13 11:58:37,v1,0.9942,1.0,1.0,0.9125,0.9902,0.9936,0.8939,0.9723,PASS
AU-10275,NT-000952,MD-222,2026-04-12 18:39:14,v1,0.9745,1.0,1.0,1.0,0.8399,0.9977,1.0,0.9762,PASS
AU-10276,NT-000957,MD-224,2026-04-12 13:02:19,v1,0.9869,0.982,0.9803,1.0,0.8626,1.0,0.9655,0.9716,PASS
AU-10277,NT-000958,MD-232,2026-04-11 01:10:52,v1,0.9178,0.8991,0.9338,0.9367,0.9822,0.9363,0.8126,0.9091,PASS
AU-10278,NT-000962,MD-206,2026-04-13 20:14:16,v1,1.0,1.0,0.9363,0.9437,1.0,0.9947,0.9474,0.9798,PASS
AU-10279,NT-000972,MD-232,2026-04-10 18:26:23,v1,0.9064,0.8081,0.7202,0.8474,0.8072,0.8355,0.8594,0.8417,FAIL
AU-10280,NT-000974,MD-233,2026-04-13 04:26:19,v1,0.9924,0.9875,1.0,1.0,0.9672,1.0,0.9601,0.986,PASS
AU-10281,NT-000975,MD-212,2026-04-13 16:06:03,v1,0.8321,0.8912,0.8662,0.8994,0.974,0.8981,0.932,0.8865,PASS
AU-10282,NT-000978,MD-228,2026-04-13 19:43:40,v1,0.8201,0.7897,0.8193,0.9061,0.8737,0.8176,0.8628,0.8342,FAIL
AU-10283,NT-000980,MD-219,2026-04-13 02:09:52,v1,0.9503,0.985,0.9601,1.0,1.0,0.9742,1.0,0.9768,PASS
AU-10284,NT-000981,MD-233,2026-04-12 21:03:52,v1,0.9173,1.0,1.0,1.0,1.0,0.9734,0.9239,0.9624,PASS
AU-10285,NT-000982,MD-225,2026-04-13 09:33:51,v1,0.8245,0.7454,0.8551,0.7647,0.7461,0.8404,0.9314,0.8148,FAIL
AU-10286,NT-000990,MD-211,2026-04-10 05:16:40,v1,1.0,1.0,1.0,1.0,0.9483,0.9899,0.9636,0.9889,PASS
AU-10287,NT-000993,MD-213,2026-04-11 22:15:05,v1,0.8222,0.8781,0.8191,0.8483,0.7606,0.7722,0.7362,0.8141,FAIL
AU-10288,NT-000997,MD-206,2026-04-13 08:49:36,v1,0.9242,0.8656,0.9076,0.9157,1.0,0.9341,0.8839,0.912,PASS
AU-10289,NT-001011,MD-202,2026-04-13 21:08:17,v1,0.9906,0.9348,0.9145,0.9514,0.8985,0.8303,0.9501,0.9446,PASS
AU-10290,NT-001012,MD-226,2026-04-12 09:58:32,v1,0.9583,0.9925,0.9125,0.9766,0.8518,0.9172,0.9636,0.9505,PASS
AU-10291,NT-001015,MD-219,2026-04-14 02:13:05,v1,0.9088,0.9492,0.9307,0.8325,0.983,0.8704,0.9465,0.9226,PASS
AU-10292,NT-001016,MD-214,2026-04-14 05:07:37,v1,1.0,1.0,0.9763,0.9877,0.9859,1.0,1.0,0.995,PASS
AU-10293,NT-001020,MD-204,2026-04-14 08:24:26,v1,0.9364,0.9554,0.9177,0.8921,0.8993,0.9566,0.9467,0.9328,PASS
AU-10294,NT-001021,MD-211,2026-04-12 16:31:33,v1,1.0,0.9126,0.9786,0.8777,1.0,0.9303,1.0,0.9647,PASS
AU-10295,NT-001025,MD-232,2026-04-11 14:37:34,v1,1.0,0.9158,0.9237,0.8848,0.9856,0.9342,0.8606,0.9384,PASS
AU-10296,NT-001031,MD-224,2026-04-13 21:52:24,v1,0.8963,0.7871,0.8465,0.8928,0.813,0.885,0.8443,0.8524,PASS
AU-10297,NT-001037,MD-216,2026-04-11 05:51:01,v1,1.0,0.9949,0.994,0.9995,1.0,0.931,0.9725,0.9908,PASS
AU-10298,NT-001039,MD-231,2026-04-13 11:34:48,v1,0.9363,0.8012,0.974,0.9649,1.0,1.0,1.0,0.935,PASS
AU-10299,NT-001040,MD-209,2026-04-12 03:45:22,v1,0.8444,0.8875,0.8293,0.8156,0.8525,0.8779,0.8565,0.8529,PASS
AU-10300,NT-001046,MD-214,2026-04-11 15:09:57,v1,0.8916,0.942,0.9725,0.9368,0.9535,0.9241,1.0,0.9384,PASS
AU-10301,NT-001050,MD-231,2026-04-14 16:08:41,v1,0.9515,0.9039,0.9266,0.9182,0.8957,0.8806,0.9865,0.9323,PASS
AU-10302,NT-001051,MD-221,2026-04-11 23:08:41,v1,0.4398,0.4706,0.3644,0.4062,0.4986,0.4946,0.4323,0.4425,FAIL
AU-10303,NT-001054,MD-207,2026-04-13 15:38:39,v1,0.9832,1.0,0.9896,1.0,0.9556,1.0,0.9866,0.9874,PASS
AU-10304,NT-001055,MD-214,2026-04-13 08:46:54,v1,0.8082,1.0,0.8751,1.0,0.957,0.8436,0.9462,0.9098,PASS
AU-10305,NT-001058,MD-210,2026-04-14 09:11:50,v1,1.0,0.9828,0.9269,0.9006,0.8798,0.9994,1.0,0.9673,PASS
AU-10306,NT-001059,MD-229,2026-04-14 02:59:37,v1,0.8841,1.0,0.9928,0.9683,1.0,0.9575,0.9173,0.9468,PASS
AU-10307,NT-001060,MD-230,2026-04-13 06:22:12,v1,1.0,0.9869,0.9878,1.0,0.9502,0.9885,1.0,0.9906,PASS
AU-10308,NT-001063,MD-202,2026-04-14 05:58:51,v1,0.8503,0.8108,0.8587,0.9438,0.873,0.9859,0.9576,0.8777,PASS
AU-10309,NT-001064,MD-219,2026-04-14 13:29:24,v1,0.9998,1.0,0.9624,1.0,0.9494,1.0,0.9912,0.9898,PASS
AU-10310,NT-001066,MD-222,2026-04-12 13:58:59,v1,1.0,0.9225,0.9718,0.9599,1.0,0.934,1.0,0.9744,PASS
AU-10311,NT-001067,MD-201,2026-04-14 05:00:58,v1,0.8296,0.8214,0.8126,0.8379,0.7643,0.6948,0.5489,0.7717,FAIL
AU-10312,NT-001075,MD-228,2026-04-11 22:28:57,v1,0.8464,0.8939,0.8346,0.9076,0.9222,0.8848,0.8284,0.8676,PASS
AU-10313,NT-001080,MD-220,2026-04-14 12:08:21,v1,1.0,1.0,0.9391,0.9288,0.9293,0.9135,0.9836,0.9729,PASS
AU-10314,NT-001083,MD-212,2026-04-13 22:53:14,v1,0.9797,1.0,0.9636,0.9615,0.9567,0.9725,1.0,0.9807,PASS
AU-10315,NT-001095,MD-233,2026-04-12 07:37:25,v1,0.9661,0.8808,0.9113,0.8695,1.0,0.8809,1.0,0.9381,PASS
AU-10316,NT-001099,MD-232,2026-04-14 11:49:52,v1,0.8176,0.7962,0.8818,0.8173,0.7542,0.8793,0.753,0.8068,FAIL
AU-10317,NT-001100,MD-208,2026-04-12 00:31:57,v1,0.8926,0.9387,0.8641,0.8151,0.9456,1.0,0.8261,0.8919,PASS
AU-10318,NT-001105,MD-224,2026-04-12 02:20:50,v1,0.9661,1.0,0.8056,0.9502,0.9333,0.9158,0.9327,0.9444,PASS
AU-10319,NT-001107,MD-216,2026-04-14 02:17:26,v1,0.9091,0.9105,0.8404,0.9672,0.9555,0.8872,0.9459,0.9174,PASS
AU-10320,NT-001114,MD-205,2026-04-15 16:45:40,v1,0.8705,0.9215,0.8701,0.7202,0.8075,0.9328,0.7756,0.8482,FAIL
AU-10321,NT-001117,MD-217,2026-04-13 13:20:07,v1,0.9627,0.9189,0.9771,1.0,1.0,1.0,0.9017,0.9556,PASS
AU-10322,NT-001124,MD-216,2026-04-13 03:21:17,v1,0.8097,0.9176,0.8336,0.7254,0.7511,0.7699,0.7614,0.8101,FAIL
AU-10323,NT-001126,MD-210,2026-04-15 16:05:39,v1,1.0,1.0,0.9581,0.9321,0.9258,0.9995,0.9143,0.9687,PASS
AU-10324,NT-001129,MD-211,2026-04-16 14:19:03,v1,0.9826,0.991,0.8816,0.994,0.9091,0.9846,0.9695,0.9661,PASS
AU-10325,NT-001145,MD-225,2026-04-15 07:16:44,v1,0.9504,0.9763,0.9607,1.0,0.9875,0.9528,0.8605,0.9519,PASS
AU-10326,NT-001149,MD-215,2026-04-14 06:41:51,v1,1.0,0.9173,1.0,0.9309,0.8423,0.9815,0.964,0.9544,PASS
AU-10327,NT-001156,MD-232,2026-04-13 21:37:56,v1,0.8807,0.8487,0.978,0.8151,0.872,0.8327,0.9238,0.8807,PASS
AU-10328,NT-001158,MD-213,2026-04-16 11:19:45,v1,0.9858,1.0,0.9795,0.9622,0.9552,0.927,0.9592,0.9757,PASS
AU-10329,NT-001169,MD-206,2026-04-14 00:07:41,v1,0.9553,0.8735,0.9467,1.0,1.0,0.9889,0.8495,0.9328,PASS
AU-10330,NT-001172,MD-217,2026-04-15 19:24:47,v1,0.9473,0.9154,0.9696,0.8946,0.8609,0.9291,0.9341,0.9263,PASS
AU-10331,NT-001176,MD-213,2026-04-16 22:20:12,v1,0.9963,0.8524,0.8822,0.8194,0.842,0.8221,0.8514,0.8925,PASS
AU-10332,NT-001179,MD-215,2026-04-15 09:19:31,v1,1.0,1.0,0.9709,1.0,0.9815,0.9102,1.0,0.9907,PASS
AU-10333,NT-001188,MD-233,2026-04-16 11:14:32,v1,1.0,0.9796,1.0,0.9805,1.0,1.0,1.0,0.994,PASS
AU-10334,NT-001194,MD-224,2026-04-17 11:47:35,v1,0.9338,0.9786,0.9773,0.8959,0.9751,0.9533,1.0,0.9584,PASS
AU-10335,NT-001199,MD-217,2026-04-15 14:03:30,v1,0.9071,0.8742,0.8689,1.0,0.9441,0.9706,0.97,0.9223,PASS
AU-10336,NT-001200,MD-201,2026-04-14 05:23:13,v1,0.9928,0.9912,1.0,0.9334,0.8513,0.9396,0.9752,0.9678,PASS
AU-10337,NT-001201,MD-201,2026-04-16 09:28:37,v1,0.7589,0.6473,0.8992,0.7999,0.7054,0.7711,0.7163,0.7436,FAIL
AU-10338,NT-001204,MD-220,2026-04-15 19:22:45,v1,0.8741,0.9735,0.9053,1.0,0.8375,1.0,0.8875,0.9143,PASS
AU-10339,NT-001207,MD-208,2026-04-14 15:37:01,v1,0.9869,1.0,1.0,0.9885,1.0,1.0,0.9879,0.9931,PASS
AU-10340,NT-001209,MD-212,2026-04-17 15:13:12,v1,0.9064,0.9119,1.0,0.8445,0.9078,0.9334,0.8515,0.9039,PASS
AU-10341,NT-001210,MD-229,2026-04-15 11:05:55,v1,0.9622,0.9984,0.9537,0.8838,0.9563,0.881,1.0,0.9617,PASS
AU-10342,NT-001220,MD-214,2026-04-15 07:03:36,v1,1.0,1.0,0.8896,0.9662,0.9464,1.0,1.0,0.9802,PASS
AU-10343,NT-001223,MD-218,2026-04-16 23:52:18,v1,1.0,1.0,1.0,0.9488,0.978,1.0,1.0,0.9927,PASS
AU-10344,NT-001228,MD-201,2026-04-17 05:47:45,v1,0.8904,0.9548,0.8515,0.8876,0.8052,1.0,1.0,0.9125,PASS
AU-10345,NT-001235,MD-228,2026-04-15 10:16:26,v1,0.8024,0.9064,0.9841,0.8991,0.8759,0.8589,0.7296,0.8503,PASS
AU-10346,NT-001238,MD-204,2026-04-17 06:16:16,v1,0.94,0.8593,0.9093,0.9705,0.9174,0.8665,0.9405,0.918,PASS
AU-10347,NT-001240,MD-204,2026-04-15 11:27:21,v1,0.9735,1.0,1.0,0.9662,0.907,1.0,0.9803,0.9764,PASS
AU-10348,NT-001243,MD-213,2026-04-18 00:04:42,v1,0.9393,0.9488,0.796,0.9275,0.8792,0.9193,0.8932,0.9118,PASS
AU-10349,NT-001247,MD-229,2026-04-16 03:53:35,v1,0.9664,0.9264,1.0,0.9226,0.9689,1.0,1.0,0.9643,PASS
AU-10350,NT-001249,MD-226,2026-04-15 23:33:27,v1,0.9768,0.9437,0.8874,0.9552,0.9276,0.9116,0.9893,0.9528,PASS
AU-10351,NT-001259,MD-203,2026-04-18 19:06:26,v1,0.986,1.0,0.9036,1.0,0.971,0.9094,0.8894,0.9621,PASS
AU-10352,NT-001263,MD-211,2026-04-15 00:02:36,v1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,PASS
AU-10353,NT-001268,MD-201,2026-04-15 02:05:33,v1,0.9614,1.0,0.8119,0.9443,0.8462,0.9021,0.846,0.9207,PASS
AU-10354,NT-001269,MD-223,2026-04-18 19:55:27,v1,1.0,0.9605,1.0,1.0,1.0,0.9124,0.973,0.9837,PASS
AU-10355,NT-001278,MD-201,2026-04-17 23:35:44,v1,1.0,0.9567,1.0,1.0,1.0,1.0,1.0,0.9913,PASS
AU-10356,NT-001280,MD-229,2026-04-14 23:22:55,v1,1.0,0.8368,0.9672,0.8761,0.8802,0.9002,0.9416,0.926,PASS
AU-10357,NT-001284,MD-214,2026-04-18 17:08:08,v1,0.9421,0.8623,0.9201,0.9371,0.9311,0.9854,0.9872,0.9313,PASS
AU-10358,NT-001285,MD-202,2026-04-18 05:40:56,v1,0.9425,0.9261,1.0,0.9795,0.9198,0.9787,0.924,0.9454,PASS
AU-10359,NT-001286,MD-217,2026-04-18 00:48:22,v1,0.952,0.8651,0.9342,0.8072,0.9564,0.8662,0.8621,0.901,PASS
AU-10360,NT-001287,MD-212,2026-04-17 03:01:55,v1,0.9015,0.8522,0.851,0.8528,0.9236,0.8053,0.9231,0.8824,PASS
AU-10361,NT-001290,MD-234,2026-04-17 23:44:17,v1,1.0,1.0,1.0,0.9893,1.0,1.0,1.0,0.9989,PASS
AU-10362,NT-001292,MD-228,2026-04-16 16:29:46,v1,1.0,0.957,0.9793,0.996,0.9066,0.9115,0.9269,0.9642,PASS
AU-10363,NT-001300,MD-226,2026-04-18 15:54:10,v1,0.9465,0.811,0.9153,0.855,0.9765,0.9519,0.9804,0.9155,PASS
AU-10364,NT-001305,MD-201,2026-04-16 19:06:55,v1,0.919,0.9454,0.897,0.9092,0.886,0.82,1.0,0.925,PASS
AU-10365,NT-001309,MD-224,2026-04-17 13:43:54,v1,1.0,0.9516,0.9344,0.9315,1.0,1.0,0.9384,0.9677,PASS
AU-10366,NT-001310,MD-209,2026-04-18 22:21:03,v1,0.9332,0.8722,0.9558,1.0,1.0,0.955,1.0,0.9477,PASS
AU-10367,NT-001314,MD-228,2026-04-16 22:39:57,v1,1.0,0.861,0.9482,0.9537,0.9297,0.9706,1.0,0.9539,PASS
AU-10368,NT-001315,MD-229,2026-04-17 11:45:07,v1,1.0,1.0,0.9978,0.9271,0.9888,0.916,0.9857,0.985,PASS
AU-10369,NT-001316,MD-225,2026-04-16 17:36:12,v1,0.8875,0.8911,0.921,0.8307,1.0,0.9541,0.9169,0.9049,PASS
